"uniqueID","manmade_mean","manmade_sd","precious_mean","precious_sd","lives_mean","lives_sd","heavy_mean","heavy_sd","natural_mean","natural_sd","moves_mean","moves_sd","grasp_mean","grasp_sd","hold_mean","hold_sd","be.moved_mean","be.moved_sd","pleasant_mean","pleasant_sd","arousing_mean","arousing_sd","n"
"mouse1","1.3947","1.1750","3.9474","1.7390","6.7895","0.5280","1.7895","1.2116","6.7105","0.6111","6.7895","0.5769","4.3421","1.8200","4.5789","1.6867","5.1579","1.6362","3.4211","1.5001","5.3947","1.0537",39
"mouse2","6.7368","0.5543","3.5263","1.7512","1.5789","1.3281","1.7105","1.2500","1.7895","1.3184","5.3947","1.4803","6.4211","0.8263","6.5000","0.6040","6.5526","0.7952","5.0263","1.0263","4.0000","1.0654",39
"mousepad","6.7105","1.0110","2.3684","1.3441","1.0526","0.2263","1.3421","0.7081","1.3684","0.7505","1.7895","1.3184","6.6316","0.6334","6.7105","0.5151","6.6842","0.5253","4.9211","0.9693","3.7895","0.9630",39
"mousetrap","6.7778","0.5404","1.9167","1.0522","1.2500","0.8742","1.5556","0.9694","1.7222","1.1113","5.0278","1.6122","5.4722","1.5397","5.4167","1.7134","5.9444","1.1450","2.1389","1.0185","5.0556","1.1450",39
"mousse","6.6842","0.7016","3.9211","1.8799","1.4737","1.2678","1.3684","0.8829","2.8421","1.7480","1.5000","1.0591","4.8684","1.9751","5.3684","1.7922","6.2105","1.2116","6.3421","0.8785","3.0789","1.5489",35
"mouth","1.4211","0.9762","5.5263","1.3098","5.7368","1.4646","1.9474","1.2069","6.6053","0.7548","6.5789","1.0035","4.2632","1.4830","3.6316","1.8805","5.5789","1.8104","5.5526","1.0830","4.3158","1.3970",38
"mouthpiece","6.8750","0.4043","3.0500","1.6322","1.1500","0.4267","1.2750","0.6400","1.5500","0.8756","1.7500","1.1491","6.5250","0.6789","6.5500","0.6775","6.3500","1.1668","3.6250","1.4266","3.8750","0.7906",38
"mud","1.6842","1.1415","2.1579","1.4617","2.1053","1.4480","4.7105","1.6751","6.6579","0.9380","4.2368","1.4414","4.1579","1.8088","4.1579","1.8237","4.0789","1.7145","2.8947","1.5030","4.2895","1.1603",38
"muff","6.3611","1.0462","3.9722","1.5397","1.3611","0.8993","1.3333","0.5345","2.7500","1.6966","2.1944","1.7537","6.3056","0.9508","6.5278","0.8102","6.4444","0.8087","5.7222","1.3008","2.8889","1.5635",38
"muffin","6.5641","1.1191","3.2308","1.6774","1.3077","0.6551","1.5641","0.7879","3.5128","1.5538","1.7692","1.3662","6.4872","0.9140","6.7949","0.4091","6.7692","0.4268","6.4359","0.6804","3.2821","1.3562",38
"mug","6.8462","0.4315","3.9231","1.8692","1.1026","0.3074","2.3077","1.4171","2.2564","1.4275","1.8462","1.3086","6.8205","0.3888","6.8718","0.3387","6.9231","0.2700","5.6667","1.0087","3.1795","1.3352",38
"mulberry","1.5526","1.4832","4.3421","1.6648","5.2368","1.9092","1.2895","0.6538","6.9474","0.2263","2.0263","1.5154","6.5789","0.9762","6.7105","0.5651","6.7368","0.4463","5.7105","1.2060","3.3421","1.3412",38
"mulch","4.2973","1.9560","2.6216","1.4786","2.1892","1.3507","3.2703","1.9811","5.8649","1.3573","2.1622","1.4436","5.5946","1.3220","5.6757","1.2484","5.1081","1.6961","4.1892","0.9955","3.7297","0.9021",38
"mullet","5.9737","1.3653","2.1842","1.5220","3.0263","1.9519","1.8947","1.2034","3.6053","1.7482","3.4211","1.9120","5.4737","1.4470","4.3684","1.7618","4.4737","1.8119","2.8684","1.6468","4.6579","1.0469",38
"mushroom","1.2571","0.8859","4.0571","1.7978","6.5143","0.7811","1.5143","0.6585","6.8857","0.4038","3.3143","2.0547","6.2000","0.8677","6.4857","0.6122","6.2286","0.8774","4.8286","1.5432","3.6000","1.1167",38
"music_box","6.5135","1.4068","5.3784","1.0891","1.3243","0.7474","2.7297","1.4073","1.8378","1.0412","3.7568","1.8470","5.7838","1.0310","6.0541","0.6644","6.1081","0.6139","6.1081","1.3288","2.1892","1.2875",38
"mussel","1.4474","1.1076","4.0000","1.5939","6.7105","0.7318","1.5789","0.9192","6.6316","0.7857","5.6053","1.7636","6.2105","1.0438","6.3684","0.7505","6.3158","1.0425","4.2632","1.3292","3.6053","0.8555",38
"mustache","3.5897","2.3810","3.7179","1.7763","3.6154","1.8725","1.5385","0.9132","6.4103","0.6373","3.2308","1.8419","5.2308","1.6135","4.1538","1.8714","3.6667","2.1068","4.8205","1.3548","4.2308","1.2452",34
"mustard","6.2703","0.9902","2.7027","1.5611","1.3784","0.7583","1.3514","0.5877","4.0270","1.9074","1.8108","1.3912","4.6216","1.8158","5.0541","1.6988","5.9459","1.1042","4.8378","1.2805","4.0541","1.0527",37
"nacho","6.5946","0.5990","3.6486","1.8290","1.2432","0.5480","1.9459","1.1534","3.1622","1.8030","1.5405","0.9005","6.2432","1.0905","6.3243","0.8183","6.5676","0.6472","6.3784","0.7583","4.0811","1.7221",37
"nail","6.7059","0.4625","2.9412","1.7742","1.3824","0.8881","1.9118","1.1110","2.5588","1.7266","2.5882","1.5786","6.2059","1.0380","6.5000","0.7882","6.2059","0.9138","4.0294","0.9040","4.1471","0.7440",37
"nail_clippers","6.8421","0.6789","2.7105","1.5406","1.0789","0.2733","1.4211","0.5004","1.6842","0.9893","2.8947","1.8569","6.3158","0.9893","6.5526","0.7240","6.6316","0.6334","4.1579","0.7893","3.9737","0.4341",37
"nail_file","6.5455","1.1750","2.3333","1.4930","1.2424","0.6139","1.2121","0.4846","1.7576","1.1734","2.2121","1.5564","6.3030","1.2866","6.5152","1.1214","6.4545","1.0028","3.8182","0.5276","4.1212","0.5453",37
"nail_polish","6.5128","1.3740","2.9744","2.0709","1.3846","1.0161","1.3846","0.6734","1.8205","1.4118","1.7949","1.2603","5.8718","1.6572","6.3590","0.8425","6.3077","1.0040","5.5128","1.2327","3.8462","1.5481",37
"napkin","6.7436","0.8497","2.5128","1.4845","1.2051","0.6147","1.1795","0.4514","2.5385","1.4299","1.7692","1.2239","6.6667","0.8983","6.8462","0.5399","6.7692","0.7420","4.9487","1.0990","3.6410","0.7066",37
"napkin_ring","6.8056","0.4672","3.2778","1.4854","1.1111","0.3187","1.5278","0.7741","2.0833","1.3175","1.8333","1.2984","6.7500","0.5000","6.8056","0.4014","6.8333","0.3780","4.9167","0.8742","3.6389","0.7232",37
"navel","1.8919","1.6463","3.8649","1.9316","4.4054","2.0064","2.0541","1.1291","6.8108","0.3971","3.0270","1.8331","3.2703","1.6440","2.7838","1.6182","2.7027","1.7617","4.0270","1.2580","4.3514","0.9194",37
"neck","2.0263","1.6844","5.3947","1.6528","5.6053","1.5861","3.1053","1.0853","6.4211","0.9762","5.9737","1.3454","5.5000","1.2892","4.9737","1.6844","5.6053","1.2848","5.1316","1.3983","4.2632","1.3494",37
"necklace","6.8056","0.4672","5.5833","0.8742","1.3889","1.0764","2.2778","1.1616","2.4722","1.5581","2.3056","1.5642","6.3056","0.7491","6.5278","0.6088","6.4444","0.6947","5.9722","0.8447","3.4722","1.6298",37
"needle","6.6579","1.0973","2.5789","1.6379","1.1053","0.5088","1.0526","0.3244","1.2632","0.6445","2.7895","2.0816","6.4737","1.0064","6.6053","0.8865","6.5789","1.1302","3.7368","1.1551","4.2895","1.0374",36
"nest","1.5556","1.0809","5.6944","1.3054","2.6944","1.9831","1.8333","1.1339","6.3333","1.0954","2.1944","1.3484","5.3889","1.1778","5.4167","1.2507","5.0556","1.4918","5.6111","1.0496","3.1944","1.6003",36
"net","6.5455","1.1481","2.6970","1.5306","1.1515","0.3641","3.3939","1.5600","2.2727","1.5865","2.1818","1.6669","5.3636","1.0252","5.1212","1.3865","4.6970","1.2371","4.1515","0.3641","4.0909","0.2919",39
"nightshirt","6.7353","0.8981","3.2059","1.8386","1.2941","0.6755","1.4118","0.7434","2.6471","1.5741","2.4412","1.6179","6.5000","0.7071","6.7353","0.5110","6.5882","0.8916","5.2647","1.2385","3.0588","1.4130",39
"nightstand","6.8974","0.3074","3.4103","1.7125","1.2051","0.5703","5.9487","0.8870","2.5385","1.4299","2.1026","1.4289","3.5385","1.6034","2.4359","1.2523","3.7692","1.3853","5.0256","1.0879","3.4872","0.9699",39
"noisemaker","6.9444","0.2323","2.1111","1.3262","1.0833","0.2803","1.1944","0.4014","1.2778","0.4543","3.9167","2.0195","6.7500","0.6492","6.8056","0.4672","6.7778","0.4847","3.2500","1.4808","5.5833","1.0790",39
"noodle","6.3333","0.8983","3.7692","1.6774","1.6410","1.2458","1.5385","0.9416","3.3590","1.7545","2.6410","1.9667","5.2564","1.5512","5.7949","1.6572","6.1026","1.1652","5.4872","1.0481","3.5385","1.1203",39
"noose","6.8108","0.3971","1.7838","1.2722","1.1892","0.4618","2.8108","1.4499","1.7297","1.4462","2.6757","1.8864","6.1351","0.8870","6.2703","0.7691","6.0000","1.0541","1.8378","1.3232","6.0000","1.2910",39
"nose","1.8158","1.6416","5.4211","1.9950","5.2368","1.7466","1.8421","1.0274","6.4737","1.1795","5.3684","1.3032","6.1316","0.9349","5.4737","1.4656","4.0789","1.9916","4.5526","1.2670","4.0000","0.8054",39
"notebook","6.5000","1.1566","3.4211","1.6543","1.4211","0.8893","2.0526","1.0892","2.6316","1.5669","2.1579","1.4617","6.5000","0.6040","6.6579","0.4808","6.6053","0.5472","4.9474","1.0641","3.4737","0.9792",39
"notepad","6.6579","0.5340","3.3947","1.7012","1.3421","0.8146","1.6579","0.9087","2.5526","1.4832","2.3421","1.7441","6.5263","0.6872","6.5789","0.5987","6.7105","0.4596","4.6842","0.9036","3.6053","0.9165",39
"nut","1.9474","1.6595","3.9737","1.9381","3.7368","2.0623","1.5526","1.0053","6.6316","0.6334","2.0263","1.4975","6.5789","0.7215","6.6053","0.7548","6.6316","0.6747","5.5000","1.2892","3.7105","1.0374",35
"nutcracker","6.7895","0.6220","2.7895","1.3980","1.1316","0.4140","2.1053","1.3515","1.6053","1.1038","3.3158","2.0282","6.5263","0.7255","6.6316","0.6334","6.7368","0.5543","4.6579","0.8471","3.9211","0.8181",35
"oar","6.5405","0.6496","3.5405","1.6089","1.5676","1.2143","4.2432","1.4796","2.8108","1.4110","3.4595","1.9521","5.6757","1.1317","5.4324","1.1190","4.9730","1.3640","4.2973","0.7403","3.9730","0.6003",35
"oatmeal","4.9500","1.9209","3.2500","1.6909","1.8750","1.3241","2.1750","1.6154","5.3500","1.4242","2.2000","1.3243","4.6750","1.8999","5.1500","1.6572","5.8500","1.4597","5.4500","1.2999","3.0250","1.3105",35
"octopus","1.1026","0.3074","5.1282","1.7348","6.8205","0.8231","4.6410","1.7989","6.8974","0.3074","6.7949","0.6951","2.8462","1.5138","2.6923","1.4537","3.5128","1.6682","4.3846","1.5831","4.1282","1.5249",38
"odometer","6.7027","1.1021","2.9459","1.9285","1.2973","0.8454","1.9189","1.3203","1.2973","0.6610","3.8649","2.0705","3.6486","1.9610","3.3514","1.9610","3.6757","2.1220","4.2432","0.7960","4.0541","0.4682",38
"oil","4.6923","1.7495","4.7436","1.4818","1.6923","1.0552","2.5128","1.1892","5.9231","0.9565","3.7692","2.0959","3.0000","1.5560","3.0513","1.5886","4.9231","1.5111","4.8974","1.1424","3.7436","1.0691",38
"oilcan","6.6216","1.2770","2.7568","1.5882","1.1622","0.5008","3.2162","1.7816","1.6486","0.9780","1.7297","1.3468","6.2432","0.7603","6.1351","0.7875","6.0811","1.0105","3.7027","0.9962","4.1622","0.6877",38
"okra","1.5000","1.2681","3.8947","1.6405","6.1053","1.2690","1.8158","1.0096","6.8684","0.3426","2.5526","1.7351","6.3684","0.9130","6.5789","0.5517","6.4474","0.9500","4.9211","1.3024","3.8947","0.7637",38
"olive","1.4359","0.9946","3.9744","1.6778","3.5385","2.2106","1.3846","0.6734","6.4872","0.7208","1.8462","1.1818","6.3333","0.9272","6.5641","0.5980","6.7179","0.4559","5.1795","1.3548","3.6410","1.0127",38
"omelet","6.5526","0.9211","3.9211","1.5834","1.5789","1.0035","1.7368","1.1551","3.8947","1.7674","1.8947","1.4480","5.3947","1.3664","5.5000","1.3507","6.0789","1.2815","5.3684","1.2175","3.5263","1.1563",38
"onion","1.4444","1.0809","3.3056","1.4701","5.6667","1.4541","2.3056","1.3054","6.8056","0.4672","1.9167","1.2734","6.4722","0.6088","6.6111","0.5989","6.5833","0.5542","4.1944","1.4701","4.5556","0.7725",38
"orange","1.6286","1.4366","4.6571","1.8140","4.9143","1.7884","1.8571","0.9121","6.8286","0.3824","2.1143","1.4906","6.4286","0.7778","6.6286","0.5983","6.5714","0.6981","6.2857","0.7886","3.2000","1.5107",38
"orange_rind","1.2051","0.4690","2.3846","1.3882","2.8718","1.7348","1.1282","0.3387","6.7692","0.4846","1.5128","0.9140","6.5128","0.7564","6.5641","0.7180","6.7179","0.5104","4.3846","1.4256","3.7179","0.9162",38
"orangutan","1.3077","0.9221","5.8974","1.3726","6.8974","0.3074","6.3077","0.7310","6.5641","1.0710","6.8974","0.3074","3.1282","2.0155","2.5385","1.6359","2.6667","1.6114","5.3333","1.1082","4.0256","1.4233",38
"orchid","1.4054","1.1893","5.7838","1.5480","6.6757","0.7837","1.4054","0.6855","6.5946","1.1170","3.5946","2.2168","6.2432","1.2112","6.3243","1.2922","6.1351","1.1586","6.1081","1.2863","2.7838","1.8876",38
"organ","6.7143","1.0452","5.0857","1.5024","1.3714","0.8432","6.6286","0.6456","1.8000","1.2078","2.1429","1.5745","2.7143","2.0803","1.7143","1.3189","1.6000","1.0059","5.8286","1.0142","3.3714","1.6104",38
"origami","6.6842","0.7391","4.5789","1.6706","1.4474","0.6857","1.3684","0.8194","2.3421","1.5470","2.7105","1.6425","5.7105","1.5229","6.3158","0.8089","6.1579","1.0007","5.7895","0.9630","2.9211","1.6987",38
"ostrich","1.1351","0.5355","4.9189","1.7540","6.9189","0.2767","6.0270","0.6866","6.6216","0.7941","6.5676","1.2811","2.4595","1.2382","1.6486","0.8238","2.8919","1.7286","4.5946","1.3220","4.4595","0.9602",34
"otter","1.4359","1.4653","5.3590","1.2245","6.8718","0.4091","3.5641","1.4289","6.5385","0.7896","6.9231","0.2700","3.3590","1.6139","3.3077","1.7495","3.7436","1.6338","5.3333","1.1547","3.7949","1.5249",34
"ottoman","6.7222","1.0313","3.5833","1.6626","1.2500","0.6036","5.1111","1.0359","1.9444","1.2861","2.7500","1.9475","4.3611","1.4173","3.4167","1.6102","4.7778","1.4757","5.5278","0.9996","2.9167","1.3601",34
"outfit","6.7949","0.4690","4.2564","1.6338","1.5641","1.2095","2.1026","1.3916","2.6923","1.5071","2.6923","1.8232","5.9487","1.3562","6.1538","1.1364","6.2308","1.0377","5.7179","1.0500","3.6154","1.4070",37
"outlet","6.8824","0.4093","3.5588","1.7955","1.2647","0.7511","1.5294","0.9288","1.4412","0.8941","1.4706","0.9609","3.6176","2.0002","3.5294","1.9265","2.5588","1.5800","4.1471","0.8214","4.1176","1.0080",37
"oven","6.8919","0.3148","3.6486","1.5673","1.1351","0.3466","6.5135","0.6507","1.5676","0.9292","2.1081","1.4679","3.1622","1.9932","1.9189","1.3820","2.1351","0.9178","4.7568","0.9547","3.9189","0.7593",37
"overalls","6.8056","0.5767","3.0278","1.6473","1.0833","0.2803","2.3333","1.3522","2.0000","1.2421","2.6667","2.0976","6.1111","1.0631","6.3056","0.8559","6.3889","0.8711","4.6389","1.0462","4.0556","0.7538",37
"owl","1.1714","0.5681","6.0286","0.8220","6.9714","0.1690","3.2857","1.4260","6.7429","0.6572","6.9429","0.2355","2.6571","1.5519","2.8857","1.3234","4.2000","1.7116","5.6000","1.1682","3.3714","1.5356",37
"oyster","1.2500","0.7071","4.3000","1.5055","6.5000","0.8771","1.6500","1.1668","6.8000","0.4641","5.1250","1.6670","6.2750","0.8161","6.4000","0.8412","6.3250","0.7970","4.3250","1.4031","4.0250","0.9470",37
"pacifier","6.7097","1.1013","4.1613","2.0182","1.1290","0.3408","1.0968","0.3005","1.6452","1.1416","1.8387","1.1575","6.6452","1.1416","6.8387","0.4544","6.8065","0.4774","5.5161","1.1216","2.1613","1.4398",37
"paddle","6.7105","0.6111","3.2105","1.4733","1.3947","0.9737","3.2632","1.3087","1.9474","1.4510","3.3684","1.9231","6.1579","0.8551","6.1842","0.8654","6.0000","0.9586","4.4211","0.8584","3.8947","0.8315",37
